loan_id,application_date,issue_date,age,region,marital_status,income,employment_years,credit_score,requested_amount,approved_amount,term_months,num_previous_loans,num_previous_defaults,days_overdue_first60,payment_missed_30,collection_contacted,paid_interest_total,last_payment_date,contract_closed_reason,status_90days,target
40,2025-03-27,2025-04-06,53.0,East,widowed,,32.50115826735829,541.1081590793434,5423.630683203138,5067.610938151943,24,0,0,54,1,1,321.63228704631103,2025-05-10,DEFAULT,IN_ARREARS,1
41,2024-04-20,2024-04-30,72.0,South,single,,48.61594629397238,712.4119201650182,11129.757745508521,9932.912916593441,18,4,1,0,0,0,2089.3603246991424,2024-09-08,PAID_OFF,OK,0
42,2025-07-06,2025-07-08,69.0,Ural,single,3180.6910950712686,42.932587500085596,663.1549922619306,4513777.645636183,3928452.3349445914,18,2,2,50,0,1,45228.35355487283,2025-08-08,DEFAULT,DEFAULT,1
43,2025-05-13,2025-05-27,39.0,West,married,1653.9065142700344,17.367248361247672,,6637.267309690241,5501.217356025011,12,0,0,7,1,0,153.15230069934614,2025-06-10,DEFAULT,DEFAULT,1
44,2024-09-12,2024-09-16,67.0,Central,married,2090.7454333211103,51.12447169953579,584.7073695007525,22298.562257240992,19255.018020483254,36,2,0,54,0,1,1467.3259652311035,2024-10-16,RESTRUCTURED,DEFAULT,1
45,2024-02-07,2024-02-19,31.0,Volga,married,5623.924253171191,5.152712573383816,696.119288824686,10649.91128284973,8026.5224318491455,18,3,0,7,1,1,246.90375291326455,2024-03-30,DEFAULT,IN_ARREARS,1
46,2025-12-06,2025-12-10,31.0,West,married,4205.509495933566,15.59893870605098,702.8201078771378,27112.878057958376,19853.25932082333,36,0,0,0,0,0,8089.946465860255,2026-10-02,PAID_OFF,OK,0
47,2024-11-21,2024-11-21,37.0,North,divorced,3687.4326832481815,17.84683537556107,513.1285475189095,33465.71168984879,30849.056303089645,12,1,0,15,0,1,189.49086581473912,2024-12-07,DEFAULT,DEFAULT,1
48,2025-09-30,2025-10-14,19.0,Siberia,divorced,6578.58613124723,0.0,850.0,7644.61331945921,6396.7513318106885,12,3,0,1,0,0,693.9295968718377,2026-08-20,PAID_OFF,OK,0
49,2025-05-02,2025-05-10,33.0,West,single,1827.0303254395624,6.42191374831375,552.4649097154327,9709.022732469148,8571.22682762212,12,2,0,49,1,1,158.03162453734487,2025-06-24,RESTRUCTURED,DEFAULT,1
50,2025-07-19,2025-07-22,67.0,South,married,5017.023943125872,53.0,603.2703659660458,3538.281484222101,3419.124729947374,6,4,1,0,0,0,175.21348908136824,2025-11-29,EARLY_REPAYMENT,OK,0
51,2025-07-09,2025-07-09,62.0,Central,married,1940.9638099935387,39.393135503388464,616.4683594676264,6958.18717632893,6435.8936660184645,24,0,0,31,1,1,30.187419173164766,2025-07-17,DEFAULT,IN_ARREARS,1
52,2024-05-21,2024-05-22,37.0,West,divorced,,10.479934673426381,509.3244811931247,8358.855278295869,7273.836609652834,18,0,0,13,1,1,123.70021085232096,2024-06-29,DEFAULT,DEFAULT,1
53,2024-09-21,2024-09-23,36.0,North,married,4595.143821498064,9.639481284135112,581.9148928021468,5664.4420544247105,5588.059482775653,18,0,0,0,0,0,848.993527649229,2025-02-19,PAID_OFF,OK,0
54,2024-11-24,2024-12-07,38.0,Central,married,5669.005178647768,15.319774734453382,607.2132608900704,13719.236749965321,12820.427519828023,12,2,0,0,0,0,1415.247286128417,2025-10-03,PAID_OFF,OK,0
55,2024-12-27,2024-12-29,24.0,NW,single,,6.590637852181464,622.9498252095976,6066.6302406861105,5452.17014658624,12,2,1,6,0,1,156.2084052021635,2025-01-08,DEFAULT,DEFAULT,1
56,2024-01-31,2024-02-02,27.0,Siberia,single,10420.886204558992,3.311570107573803,593.7259038338681,13821.53588335693,11871.702992832415,24,1,0,0,0,0,3054.0656034810586,2025-01-01,PAID_OFF,OK,0
57,2025-01-22,2025-02-03,75.0,Ural,single,,49.122387621006446,730.4871512866793,4547.504401490475,4325.48497178518,12,1,0,0,0,0,499.5352790706653,2025-10-09,PAID_OFF,OK,0
58,2024-04-09,2024-04-22,58.0,Siberia,married,4340.339100209548,24.672443928259845,672.3248145212498,12280.094450066104,10213.147501362944,6,2,0,0,0,0,503.38658908458575,2024-10-06,PAID_OFF,OK,0
59,2025-06-24,2025-06-27,57.0,Volga,divorced,6299.018483830049,30.45065587476845,,22310.74910456369,20171.320756047633,18,2,0,36,0,1,98.45929361147411,2025-07-16,DEFAULT,DEFAULT,1
60,2025-05-05,2025-05-14,34.0,Siberia,married,3009.6372979083917,8.508658283251648,626.5436664456042,8625.563385107385,8625.563385107385,18,2,1,0,0,0,1516.2334353418676,2026-01-16,PAID_OFF,OK,0
61,2025-10-28,2025-11-05,67.0,West,married,,46.607091612879785,697.0222644921873,2649.2436513604353,2393.0361760648852,18,0,0,9,0,0,8.430906432875796,2025-12-21,DEFAULT,IN_ARREARS,1
62,2025-06-20,2025-06-28,28.0,East,single,,,663.6091803582506,16211.578564663976,11855.458468814286,18,0,0,0,0,0,1366.9415084469604,2026-04-10,PAID_OFF,OK,0
63,2024-09-21,2024-09-25,74.0,NW,married,,59.1941496907692,702.9044253864407,20323.274168327756,19146.53974449768,6,1,0,2,0,0,1265.3736207785719,2024-12-15,PAID_OFF,OK,0
64,2025-11-27,2025-12-08,47.0,Siberia,married,6738.740517262939,19.04811402663544,576.3348388120495,11488.839915333763,10220.459495811607,18,1,0,0,0,0,1323.0253023105195,2026-04-04,EARLY_REPAYMENT,OK,0
65,2024-10-14,2024-10-27,37.0,East,single,5910.273085369488,15.667432748576386,732.5703296934978,5504.085079101176,5504.085079101176,24,1,0,0,0,0,1436.656211734839,2025-03-30,PAID_OFF,OK,0
66,2024-08-16,2024-08-26,61.0,East,single,3936.823948393521,39.80271120740235,662.9821694212741,24245.877667174176,22568.060751678142,24,0,0,6,1,0,437.67264592153117,2024-09-03,DEFAULT,DEFAULT,1
67,2025-10-10,2025-10-23,42.0,Volga,divorced,3828.261982953742,15.000266440585202,652.4718768014462,13280.762421724292,13280.762421724292,36,3,0,0,0,1,3517.2998652306264,2026-09-04,PAID_OFF,LATE_BUT_CURED,0
68,2024-09-26,2024-09-27,33.0,East,married,5739.701527408523,15.56432086880333,746.9391678750901,17095.71649277127,13682.091840446788,24,0,0,0,0,0,3861.0082234772694,2025-04-15,PAID_OFF,OK,0
69,2024-02-16,2024-02-25,57.0,N-W,married,4015.0306451858587,43.0,630.1239618834825,18779.09544433596,18779.09544433596,12,1,0,0,0,0,2982.7245130746455,2024-06-08,PAID_OFF,OK,0
70,2024-11-25,2024-12-09,59.0,FarEast,single,2859.17209269367,37.11924066383779,624.4472728445965,11405.752721828381,9305.492585478847,12,1,0,57,1,1,134.3494675764488,2024-12-25,DEFAULT,DEFAULT,1
71,2025-07-27,2025-08-04,52.0,Volga,single,,27.612899244477827,742.3983518719938,10688.122098795331,9094.444878900338,12,2,0,0,0,0,1126.6591863966464,2026-05-24,PAID_OFF,LATE_BUT_CURED,0
72,2024-05-04,2024-05-18,44.0,Central,married,5653.149554981073,29.469387102983365,622.608464074911,5598.642382739785,5465.8488966211125,12,0,0,0,0,0,685.743799537516,2025-05-17,PAID_OFF,OK,0
73,2024-11-29,2024-12-04,37.0,North,single,4203.773055993721,17.183591786398647,,8691.84264048313,8312.408885385215,36,3,1,49,1,0,1000.5361663892672,2025-01-21,DEFAULT,DEFAULT,1
74,2024-03-22,2024-04-04,41.0,Central,married,13881.999584198016,12.92458359783783,544.1906165819623,8959.68697962604,6751.478045336816,18,2,0,43,1,1,211.59242290017656,2024-04-24,RESTRUCTURED,DEFAULT,1
75,2025-05-02,2025-05-16,68.0,Volga,married,3336.116447612746,45.03057579935107,,7315.91069248182,6239.101208178474,36,2,0,2,1,1,454.77996730246434,2025-05-23,DEFAULT,DEFAULT,1
76,2024-12-04,2024-12-13,38.0,FarEast,married,4070.561680776183,14.190017199469935,720.5191518020154,16456.14990980169,15161.914288486762,6,2,1,0,0,0,1118.1665637484466,2025-08-03,PAID_OFF,LATE_BUT_CURED,0
77,2024-08-19,2024-08-29,74.0,Volga,married,4118.605960836753,47.770834557417864,667.081663972841,10578.64629273788,10578.64629273788,12,1,0,0,0,0,1841.1985321141917,2025-08-16,PAID_OFF,OK,0
78,2024-06-07,2024-06-14,26.0,North,single,4845.939547053041,0.003947548511774812,573.7354025545183,8779.118711730058,8196.882615607363,12,0,0,0,0,0,1406.0238947934347,2025-04-30,PAID_OFF,OK,0
79,2025-02-12,2025-02-16,27.0,N-W,divorced,2158.3056774485276,1.652861416247351,608.5598204586305,15798.028126078607,14476.729035406815,12,3,0,37,1,1,453.0391157966759,2025-04-06,DEFAULT,DEFAULT,1
80,2025-04-26,2025-05-04,37.0,Central,single,3367.4485207603834,19.053534951063412,584.3067971392802,12973.499253410284,12973.499253410284,24,3,3,0,0,0,2558.8870787006203,2026-03-31,PAID_OFF,OK,0
81,2025-11-04,2025-11-18,18.0,Ural,married,5294.098332355611,0.0,675.0651976095784,37413.92245202792,34688.03125522318,24,2,2,38,1,1,1781.4380596667477,2025-12-17,DEFAULT,DEFAULT,1
82,2024-11-15,2024-11-15,68.0,Ural,married,2963.5303820759823,46.43016531083191,682.4382982730609,27316.76264156799,22523.787022953013,12,1,1,0,0,0,2420.2439499047873,2025-04-01,PAID_OFF,OK,0
83,2024-04-24,2024-04-27,37.0,Ural,divorced,5195.834985870647,19.83786307205848,607.3992209012861,6067.283158467556,5790.301257864591,24,1,1,0,0,0,1064.0389123215587,2024-09-29,PAID_OFF,OK,0
84,2025-08-24,2025-08-31,23.0,East,divorced,,0.0,575.7553476528549,15732.111607966743,14464.306022098379,6,1,0,0,0,0,764.2993105643448,2026-01-06,PAID_OFF,OK,0
85,2025-03-31,2025-04-05,53.0,,single,,24.98664589578337,532.6327623310851,17203.474647046696,15563.523841924223,18,2,0,60,1,1,580.335840737402,2025-05-20,DEFAULT,DEFAULT,1
86,2025-05-17,2025-05-26,73.0,FarEast,divorced,6223.492070194853,55.72094327024794,751.138618833299,27001.426175714038,25704.642843016114,12,1,1,0,0,0,3463.1030353630504,2025-10-06,PAID_OFF,LATE_BUT_CURED,0
87,2024-03-07,2024-03-12,75.0,Central,married,,51.097819603049906,630.4766968447212,6069.631428083203,5905.533607109198,24,3,0,0,0,0,1327.177275002553,2025-01-04,PAID_OFF,OK,0
88,2024-08-07,2024-08-16,24.0,Volga,divorced,,10.0,688.7213289105133,13486.822446670803,13486.822446670803,18,4,0,0,0,0,3121.9221742306077,2025-01-25,EARLY_REPAYMENT,OK,0
89,2025-07-14,2025-07-15,63.0,,divorced,3063.6070715983356,46.04364205177576,575.6189341499876,9556.17161204097,8985.376175141362,36,1,0,1,1,1,1066.4479882902256,2025-09-02,DEFAULT,DEFAULT,1
90,2025-08-27,2025-08-31,38.0,North,single,2316.3331069985843,18.646379312467403,,5249.381474006569,3926.8508049964857,24,3,2,33,1,0,72.46291037651005,2025-09-09,DEFAULT,DEFAULT,1
91,2024-11-04,2024-11-14,66.0,Volga,married,1209.1225638745632,45.13172484530234,568.9600900150585,24128.227518993852,20624.306103230014,24,6,2,35,1,1,1045.1349154443612,2024-12-29,DEFAULT,DEFAULT,1
92,2025-08-04,2025-08-11,53.0,,married,3318.198963666458,,694.6679033007695,22557.08618363282,20456.284943924373,36,1,0,0,0,0,7193.557922468824,2025-11-11,PAID_OFF,OK,0
93,2025-08-28,2025-09-07,60.0,Siberia,divorced,,39.246395650881986,,15974.410177556334,13156.569976729139,6,2,1,40,1,1,75.75369638944161,2025-09-24,DEFAULT,DEFAULT,1
94,2024-10-01,2024-10-10,66.0,FarEast,married,5830.738355253901,33.14217595127751,706.3078161794942,10767.141554589036,8514.618307572395,12,2,1,0,0,0,1144.1714593340891,2025-07-28,PAID_OFF,OK,0
95,2025-10-14,2025-10-18,69.0,Volga,civil_union,1980.0215735261702,46.49138040846204,593.6329365759314,12713.277189444243,12713.277189444243,24,3,1,15,1,1,262.5166046922304,2025-11-12,DEFAULT,DEFAULT,1
96,2024-07-23,2024-07-29,26.0,Siberia,divorced,3658.4003197243505,6.8580899507661375,657.0777977674232,8416.119342148371,8129.919501729541,12,3,0,0,1,0,1022.2975308412193,2024-10-20,PAID_OFF,OK,0
97,2024-06-10,2024-06-24,59.0,Volga,single,6152.193190088934,31.97934043756821,,6319.407467766645,5628.627001713274,12,1,0,0,0,0,617.7443820025392,2025-04-24,PAID_OFF,OK,0
98,2025-04-29,2025-05-13,26.0,NW,married,2625.9411544280256,12.0,658.5828954886709,4285.122413214832,3525.2638850908643,12,1,0,0,0,0,443.3009966998589,2025-07-03,PAID_OFF,OK,0
99,2025-04-10,2025-04-10,72.0,FarEast,single,4576.222371812489,,703.9733410907702,13960.14447776915,12237.668630817805,12,0,0,0,0,0,1394.291362741779,2025-05-10,PAID_OFF,OK,0
100,2024-04-02,2024-04-12,54.0,North,civil_union,7780.510653024451,34.808563392868614,622.4029202306074,12111.001672388622,11489.39521481181,12,2,1,0,0,0,1746.9035414576076,2024-10-29,PAID_OFF,OK,0
101,2025-08-24,2025-08-31,29.0,Volga,single,1379.2720089141283,12.861263509143573,639.0761933363459,16923.108878196384,16513.80926842949,24,1,0,0,0,0,5352.613225521133,2025-12-25,PAID_OFF,OK,0
102,2024-05-26,2024-05-26,34.0,North,single,4011.1987187795426,15.020978304623688,582.8800014986314,6935.970123974824,6421.191490705535,12,2,0,26,0,1,102.67341650403361,2024-06-10,DEFAULT,DEFAULT,1
103,2025-08-02,2025-08-11,69.0,NW,married,6260.173544615885,,591.499613835854,2641.1303952916683,2474.3092160697156,18,1,0,0,0,0,435.32882704328307,2026-06-05,PAID_OFF,OK,0
104,2024-01-06,2024-01-06,55.0,West,married,2937.052561081816,35.003755296372944,592.5603911505234,11815.35087540809,10550.21867840393,12,2,0,0,0,0,1276.566567372745,2024-10-13,PAID_OFF,OK,0
105,2025-08-01,2025-08-05,31.0,Volga,single,,8.033974798883376,599.6160668165257,18414.07283416303,18414.07283416303,24,0,0,37,1,1,399.5496202243874,2025-08-28,DEFAULT,IN_ARREARS,1
106,2025-07-19,2025-07-29,65.0,Volga,single,4806.041925702992,42.52841442929656,717.0330173803206,3123.163209014673,3076.301236138893,36,1,0,0,0,0,691.7435690823763,2026-05-31,PAID_OFF,OK,0
107,2025-07-12,2025-07-24,59.0,NW,single,8477.72004513516,31.263448559545324,599.6690067898505,3867.912565692365,3867.912565692365,24,0,0,0,0,0,942.2224664907558,2026-03-01,PAID_OFF,OK,0
108,2025-04-25,2025-05-01,22.0,Central,single,,0.0,648.3211184632245,7008.44981002022,6888.927915280587,12,2,0,0,0,0,1132.4733406366445,2026-03-09,PAID_OFF,OK,0
109,2024-11-28,2024-12-10,34.0,East,married,,5.985576079110232,706.791655678987,5554.665440282778,5523.538644676628,18,5,1,27,0,1,96.8907351588522,2024-12-17,DEFAULT,DEFAULT,1
110,2025-05-18,2025-05-30,66.0,FarEast,married,4066.419907763703,43.9759269298867,671.2851078780004,25473.165247458663,24053.500727345,12,4,1,56,1,1,9.199500779325168,2025-07-02,DEFAULT,IN_ARREARS,1
111,2024-07-15,2024-07-21,38.0,Central,married,1766.2614744091886,13.964811197179852,,30495.15648561645,25529.075054199027,36,3,0,23,1,1,1720.4105053573744,2024-08-26,DEFAULT,DEFAULT,1
112,2025-07-22,2025-07-24,20.0,Central,married,2552.9837632930125,0.5083843294723538,697.3605603133473,13431.044711262448,11551.971547468573,12,0,0,60,1,1,177.64945040271326,2025-09-03,DEFAULT,IN_ARREARS,1
113,2025-02-01,2025-02-10,53.0,Ural,married,5823.751845693746,23.522045234797016,627.5661432219339,16361.079240015633,13898.382758270407,18,0,0,45,0,0,558.6042820745629,2025-03-11,DEFAULT,DEFAULT,1
114,2024-12-01,2024-12-01,70.0,FarEast,single,,43.35850760734292,,13802.750174869758,10192.102417600363,6,1,0,60,0,1,148.10213277383087,2025-01-05,DEFAULT,DEFAULT,1
115,2024-12-22,2025-01-04,50.0,Central,married,,23.398810701155554,733.0299456798659,6819.244132301564,6745.916984366458,12,2,0,40,1,0,135.2979626523679,2025-02-19,DEFAULT,DEFAULT,1
116,2025-02-14,2025-02-19,74.0,East,single,8627.1428291959,51.92646473303049,,23437.654346583724,20016.315277496196,36,2,1,0,0,0,9075.121717389116,2025-05-06,PAID_OFF,OK,0
117,2024-01-17,2024-01-28,24.0,West,single,2932.276692780814,0.7748517738292706,594.4110245102546,21210.91392497612,19629.68608659876,24,1,0,14,1,1,617.3416026773951,2024-02-06,DEFAULT,DEFAULT,1
118,2024-04-01,2024-04-12,56.0,Volga,married,4409.456611090996,39.482821922784964,584.5977378279099,18527.279765940923,18244.63189964737,6,1,0,46,1,1,218.85978099667494,2024-05-17,RESTRUCTURED,DEFAULT,1
119,2024-06-21,2024-06-28,55.0,Central,married,4348.820215835283,33.209114064304934,571.014454807738,17400.902266831996,16913.186112880237,24,2,0,12,1,1,644.961127661479,2024-08-14,RESTRUCTURED,DEFAULT,1
120,2024-03-10,2024-03-24,75.0,Central,single,1799.534232863121,53.00052100355588,633.5175535132369,5646.305378901722,5646.305378901722,24,0,0,14,0,1,388.5004335393396,2024-04-08,DEFAULT,DEFAULT,1
121,2024-11-06,2024-11-17,48.0,FarEast,married,3311.883322082216,20.724222621029888,613.260808102536,12721.924711699707,10033.363404101734,18,1,0,2,0,0,1193.0885920549674,2025-01-28,PAID_OFF,OK,0
122,2025-04-20,2025-05-03,65.0,NW,divorced,11506.68023282321,41.55589835039032,663.2203009945997,12050.998677857837,12050.998677857837,24,0,0,0,0,0,3087.6328160081644,2026-04-12,PAID_OFF,OK,0
123,2025-04-22,2025-04-23,26.0,FarEast,civil_union,2206.9898401241635,0.0,804.6165751086639,14273.735219771277,12793.623873248673,18,1,0,0,0,0,2495.719639274932,2026-02-14,PAID_OFF,OK,0
124,2024-12-03,2024-12-10,20.0,Ural,married,4784.309728525799,0.4684900337249509,,10073.9157188285,10073.9157188285,12,3,0,0,1,0,1286.4102459094136,2025-02-03,PAID_OFF,OK,0
125,2025-09-03,2025-09-17,59.0,Siberia,single,1965.1561094560996,,772.0058978552049,6429.5078472790665,5406.0840265671095,6,6,1,0,0,0,296.62057874535526,2026-03-28,PAID_OFF,OK,0
126,2025-02-05,2025-02-17,18.0,Central,single,2195.5188153100607,0.0,,3549.930260297191,3326.01597871155,6,4,1,36,1,1,32.15927285227446,2025-03-23,DEFAULT,DEFAULT,1
127,2024-02-21,2024-02-27,68.0,North,single,,,,16454.75947291243,12576.060791149537,6,1,0,0,0,0,709.2869676558918,2024-11-13,PAID_OFF,OK,0
128,2025-07-12,2025-07-13,19.0,FarEast,married,5602.979195131416,0.0,487.8106603795523,3825.597262364325,3675.5458231244766,18,2,0,53,1,1,132.2167729265371,2025-08-13,DEFAULT,IN_ARREARS,1
129,2025-02-20,2025-02-24,57.0,Central,married,2263.8551173295127,41.0212920200346,735.0636191573136,5762.058964911847,5307.580506328689,24,3,2,0,0,0,1302.6187370116788,2025-11-30,EARLY_REPAYMENT,OK,0
130,2025-03-31,2025-04-08,44.0,East,single,6596.307622388391,17.001892662888615,,18945.96014139968,17670.801142282522,12,1,0,0,0,0,2505.8608018042655,2025-05-16,PAID_OFF,OK,0
